ticker,timestamp,open,close,volume
SPY,2024-09-03T00:00:00Z,560.47,552.08,60600113.0
SPY,2024-09-04T00:00:00Z,550.2,550.95,47224939.0
SPY,2024-09-05T00:00:00Z,550.89,549.61,44264258.0
SPY,2024-09-06T00:00:00Z,549.94,540.36,68493805.0
SPY,2024-09-09T00:00:00Z,544.65,546.41,40445822.0
SPY,2024-09-10T00:00:00Z,548.36,548.79,36394579.0
SPY,2024-09-11T00:00:00Z,548.7,554.42,75248608.0
SPY,2024-09-12T00:00:00Z,555.01,559.09,51892735.0
SPY,2024-09-13T00:00:00Z,559.71,562.01,39310501.0
SPY,2024-09-16T00:00:00Z,561.74,562.84,36656122.0
SPY,2024-09-17T00:00:00Z,565.1,563.07,49320970.0
SPY,2024-09-18T00:00:00Z,563.74,561.4,59044937.0
SPY,2024-09-19T00:00:00Z,571.01,570.98,75315470.0
SPY,2024-09-20T00:00:00Z,567.84,568.25,77503110.0
SPY,2024-09-23T00:00:00Z,569.34,569.67,44116922.0
SPY,2024-09-24T00:00:00Z,570.48,571.3,46805672.0
SPY,2024-09-25T00:00:00Z,571.14,570.04,38428587.0
SPY,2024-09-26T00:00:00Z,574.38,572.3,48336004.0
SPY,2024-09-27T00:00:00Z,573.39,571.47,42100928.0
SPY,2024-09-30T00:00:00Z,570.42,573.76,63655448.0
SPY,2024-10-01T00:00:00Z,573.4,568.62,72668778.0
SPY,2024-10-02T00:00:00Z,567.71,568.86,38097798.0
SPY,2024-10-03T00:00:00Z,567.36,567.82,40846466.0
SPY,2024-10-04T00:00:00Z,572.35,572.98,43005186.0
SPY,2024-10-07T00:00:00Z,571.3,567.8,49964690.0
SPY,2024-10-08T00:00:00Z,570.42,573.17,37398693.0
SPY,2024-10-09T00:00:00Z,573.16,577.14,37912244.0
SPY,2024-10-10T00:00:00Z,575.77,576.13,44138060.0
SPY,2024-10-11T00:00:00Z,576.05,579.58,42267994.0
SPY,2024-10-14T00:00:00Z,581.22,584.32,36217215.0
SPY,2024-10-15T00:00:00Z,584.59,579.78,54203636.0
SPY,2024-10-16T00:00:00Z,579.78,582.3,30725436.0
SPY,2024-10-17T00:00:00Z,585.91,582.35,34393714.0
SPY,2024-10-18T00:00:00Z,584.07,584.59,37416801.0
SPY,2024-10-21T00:00:00Z,583.85,583.63,36439010.0
SPY,2024-10-22T00:00:00Z,581.05,583.32,34183835.0
SPY,2024-10-23T00:00:00Z,581.26,577.99,49314574.0
SPY,2024-10-24T00:00:00Z,579.98,579.24,34979860.0
SPY,2024-10-25T00:00:00Z,581.51,579.04,47268176.0
SPY,2024-10-28T00:00:00Z,582.58,580.83,30174704.0
SPY,2024-10-29T00:00:00Z,579.85,581.77,42899661.0
SPY,2024-10-30T00:00:00Z,581.29,580.01,41435839.0
SPY,2024-10-31T00:00:00Z,575.56,568.64,60182451.0
SPY,2024-11-01T00:00:00Z,571.32,571.04,45667533.0
SPY,2024-11-04T00:00:00Z,571.18,569.81,38216975.0
SPY,2024-11-05T00:00:00Z,570.74,576.7,39478322.0
SPY,2024-11-06T00:00:00Z,589.2,591.04,68181968.0
SPY,2024-11-07T00:00:00Z,593.08,595.61,47233212.0
SPY,2024-11-08T00:00:00Z,596.17,598.19,46444893.0
SPY,2024-11-11T00:00:00Z,599.81,598.76,37586773.0
SPY,2024-11-12T00:00:00Z,598.68,596.9,43006128.0
SPY,2024-11-13T00:00:00Z,597.37,597.19,47388640.0
SPY,2024-11-14T00:00:00Z,597.32,593.35,38904109.0
SPY,2024-11-15T00:00:00Z,589.72,585.75,75988766.0
SPY,2024-11-18T00:00:00Z,586.22,588.15,37084081.0
SPY,2024-11-19T00:00:00Z,584.71,590.3,49412046.0
SPY,2024-11-20T00:00:00Z,590.38,590.5,50032576.0
SPY,2024-11-21T00:00:00Z,593.4,593.67,46750285.0
SPY,2024-11-22T00:00:00Z,593.66,595.51,38226390.0
SPY,2024-11-25T00:00:00Z,599.52,597.53,42441393.0
SPY,2024-11-26T00:00:00Z,598.8,600.65,45621288.0
SPY,2024-11-27T00:00:00Z,600.46,598.83,34000163.0
SPY,2024-11-29T00:00:00Z,599.66,602.55,30177351.0
SPY,2024-12-02T00:00:00Z,602.97,603.63,31745989.0
SPY,2024-12-03T00:00:00Z,603.39,603.91,26906629.0
SPY,2024-12-04T00:00:00Z,605.63,607.66,42787561.0
SPY,2024-12-05T00:00:00Z,607.66,606.66,28762183.0
SPY,2024-12-06T00:00:00Z,607.44,607.81,31241549.0
SPY,2024-12-09T00:00:00Z,607.69,604.68,34742738.0
SPY,2024-12-10T00:00:00Z,605.37,602.8,37234515.0
SPY,2024-12-11T00:00:00Z,605.78,607.46,28677723.0
SPY,2024-12-12T00:00:00Z,606.58,604.33,31543812.0
SPY,2024-12-13T00:00:00Z,606.4,604.21,35904730.0
SPY,2024-12-16T00:00:00Z,606,606.79,43695179.0
SPY,2024-12-17T00:00:00Z,604.19,604.29,55773545.0
SPY,2024-12-18T00:00:00Z,603.98,586.28,108248729.0
SPY,2024-12-19T00:00:00Z,591.36,586.1,85919452.0
SPY,2024-12-20T00:00:00Z,581.77,591.15,125716674.0
SPY,2024-12-23T00:00:00Z,590.89,594.69,57635828.0
SPY,2024-12-24T00:00:00Z,596.06,601.3,33160097.0
SPY,2024-12-26T00:00:00Z,599.5,601.34,41338891.0
SPY,2024-12-27T00:00:00Z,597.54,595.01,64969310.0
SPY,2024-12-30T00:00:00Z,587.89,588.22,56578757.0
SPY,2024-12-31T00:00:00Z,589.905,586.08,57052654.0
SPY,2025-01-02T00:00:00Z,589.39,584.64,50203975.0
SPY,2025-01-03T00:00:00Z,587.53,591.95,37888459.0
SPY,2025-01-06T00:00:00Z,596.27,595.36,47679442.0
SPY,2025-01-07T00:00:00Z,597.42,588.63,60393052.0
SPY,2025-01-08T00:00:00Z,588.7,589.49,47304672.0
SPY,2025-01-10T00:00:00Z,585.88,580.49,73105046.0
SPY,2025-01-13T00:00:00Z,575.77,581.39,47910060.0
SPY,2025-01-14T00:00:00Z,584.36,582.19,48420580.0
SPY,2025-01-15T00:00:00Z,590.325,592.78,56900159.0
SPY,2025-01-16T00:00:00Z,594.175,591.64,43319662.0
SPY,2025-01-17T00:00:00Z,596.96,597.58,58070628.0
SPY,2025-01-21T00:00:00Z,600.67,603.05,42532853.0
SPY,2025-01-22T00:00:00Z,605.92,606.44,48195973.0
SPY,2025-01-23T00:00:00Z,605.8,609.75,41152102.0
SPY,2025-01-24T00:00:00Z,609.81,607.97,34604693.0
SPY,2025-01-27T00:00:00Z,594.81,599.37,70361125.0
SPY,2025-01-28T00:00:00Z,600.62,604.52,44433322.0
SPY,2025-01-29T00:00:00Z,603.72,601.81,37177429.0
SPY,2025-01-30T00:00:00Z,603.96,605.04,39281255.0
SPY,2025-01-31T00:00:00Z,607.5,601.82,66671471.0
SPY,2025-02-03T00:00:00Z,592.67,597.77,65857248.0
SPY,2025-02-04T00:00:00Z,597.83,601.78,33457815.0
SPY,2025-02-05T00:00:00Z,600.64,604.22,30653149.0
SPY,2025-02-06T00:00:00Z,605.99,606.32,35771503.0
SPY,2025-02-07T00:00:00Z,606.89,600.77,50788516.0
SPY,2025-02-10T00:00:00Z,604.03,604.85,26048714.0
SPY,2025-02-11T00:00:00Z,602.55,605.31,30056740.0
SPY,2025-02-12T00:00:00Z,599.2,603.36,45076076.0
SPY,2025-02-13T00:00:00Z,604.48,609.73,40921297.0
SPY,2025-02-14T00:00:00Z,609.94,609.7,26910448.0
SPY,2025-02-18T00:00:00Z,610.88,611.49,26749030.0
SPY,2025-02-19T00:00:00Z,610.08,612.93,31011072.0
SPY,2025-02-20T00:00:00Z,611.54,610.38,36554002.0
SPY,2025-02-21T00:00:00Z,610.16,599.94,76519818.0
SPY,2025-02-24T00:00:00Z,602.02,597.21,50737213.0
SPY,2025-02-25T00:00:00Z,597.15,594.24,58266472.0
SPY,2025-02-26T00:00:00Z,595.93,594.54,43321578.0
SPY,2025-02-27T00:00:00Z,596.85,585.05,74196664.0
SPY,2025-02-28T00:00:00Z,585.56,594.18,88744106.0
SPY,2025-03-03T00:00:00Z,596.18,583.77,74249199.0
SPY,2025-03-04T00:00:00Z,579.71,576.86,109648212.0
SPY,2025-03-05T00:00:00Z,576.69,583.06,71230528.0
SPY,2025-03-06T00:00:00Z,575.48,572.71,80094868.0
SPY,2025-03-07T00:00:00Z,570.9,575.92,81158816.0
SPY,2025-03-10T00:00:00Z,567.59,560.58,99326624.0
SPY,2025-03-11T00:00:00Z,559.4,555.92,88102109.0
SPY,2025-03-12T00:00:00Z,562.17,558.87,69588167.0
SPY,2025-03-13T00:00:00Z,558.49,551.42,74079414.0
SPY,2025-03-14T00:00:00Z,556.11,562.81,62660321.0
SPY,2025-03-17T00:00:00Z,562.79,567.15,49008709.0
SPY,2025-03-18T00:00:00Z,564.8,561.02,66041422.0
SPY,2025-03-19T00:00:00Z,562.83,567.13,66555985.0
SPY,2025-03-20T00:00:00Z,563.33,565.49,62958195.0
SPY,2025-03-21T00:00:00Z,559.28,563.98,83762964.0
SPY,2025-03-24T00:00:00Z,570.8,574.08,58766795.0
SPY,2025-03-25T00:00:00Z,575.3,575.46,38355735.0
SPY,2025-03-26T00:00:00Z,575.19,568.59,52228898.0
SPY,2025-03-27T00:00:00Z,567.18,567.08,42164248.0
SPY,2025-03-28T00:00:00Z,565.53,555.66,71662653.0
SPY,2025-03-31T00:00:00Z,549.83,559.39,95328213.0
SPY,2025-04-01T00:00:00Z,557.45,560.97,54609641.0
SPY,2025-04-02T00:00:00Z,555.05,564.52,76014544.0
SPY,2025-04-03T00:00:00Z,545.11,536.7,125985998.0
SPY,2025-04-04T00:00:00Z,523.67,505.28,217965131.0
SPY,2025-04-07T00:00:00Z,489.19,504.38,256611355.0
SPY,2025-04-08T00:00:00Z,521.86,496.48,165816581.0
SPY,2025-04-09T00:00:00Z,493.44,548.62,241867317.0
SPY,2025-04-10T00:00:00Z,532.17,524.58,162331225.0
SPY,2025-04-11T00:00:00Z,523.01,533.94,97866334.0
SPY,2025-04-14T00:00:00Z,544.05,539.12,68033993.0
SPY,2025-04-15T00:00:00Z,539.675,537.61,56892874.0
SPY,2025-04-16T00:00:00Z,531.68,525.66,83484814.0
SPY,2025-04-17T00:00:00Z,527.64,526.41,79868083.0
SPY,2025-04-21T00:00:00Z,521.16,513.88,69368129.0
SPY,2025-04-22T00:00:00Z,520.14,527.25,75948117.0
SPY,2025-04-23T00:00:00Z,540.43,535.42,90590658.0
SPY,2025-04-24T00:00:00Z,536.715,546.69,64150418.0
SPY,2025-04-25T00:00:00Z,546.65,550.64,61119590.0
SPY,2025-04-28T00:00:00Z,551.39,550.85,47613755.0
SPY,2025-04-29T00:00:00Z,548.91,554.32,47775121.0
SPY,2025-04-30T00:00:00Z,547.57,554.54,93101463.0
SPY,2025-05-01T00:00:00Z,560.37,558.47,63186146.0
SPY,2025-05-02T00:00:00Z,564.73,566.76,60717270.0
SPY,2025-05-05T00:00:00Z,562.57,563.51,38659222.0
SPY,2025-05-06T00:00:00Z,557.93,558.8,48264708.0
SPY,2025-05-07T00:00:00Z,560.15,561.15,55733229.0
SPY,2025-05-08T00:00:00Z,565.24,565.06,65130787.0
SPY,2025-05-09T00:00:00Z,566.48,564.34,37603427.0
SPY,2025-05-12T00:00:00Z,581.47,582.99,78993570.0
SPY,2025-05-13T00:00:00Z,583.41,586.84,67947225.0
SPY,2025-05-14T00:00:00Z,587.81,587.59,66283531.0
SPY,2025-05-15T00:00:00Z,585.56,590.46,71268145.0
SPY,2025-05-16T00:00:00Z,591.25,594.2,76052101.0
SPY,2025-05-19T00:00:00Z,588.1,594.85,68168509.0
SPY,2025-05-20T00:00:00Z,593.09,592.85,60614492.0
SPY,2025-05-21T00:00:00Z,588.44,582.86,95197657.0
SPY,2025-05-22T00:00:00Z,582.66,583.09,70860417.0
SPY,2025-05-23T00:00:00Z,575.98,579.11,76029046.0
SPY,2025-05-27T00:00:00Z,586.07,591.15,72588475.0
SPY,2025-05-28T00:00:00Z,591.56,587.73,68445512.0
SPY,2025-05-29T00:00:00Z,593.06,590.05,70073758.0
SPY,2025-05-30T00:00:00Z,588.93,589.39,90601242.0
SPY,2025-06-02T00:00:00Z,587.76,592.71,61630502.0
SPY,2025-06-03T00:00:00Z,592.34,596.09,63606204.0
SPY,2025-06-04T00:00:00Z,596.96,595.93,57314199.0
SPY,2025-06-05T00:00:00Z,597.63,593.05,92436397.0
SPY,2025-06-06T00:00:00Z,598.66,599.14,66588743.0
SPY,2025-06-09T00:00:00Z,599.72,599.68,53016418.0
SPY,2025-06-10T00:00:00Z,600.22,603.08,66246973.0
SPY,2025-06-11T00:00:00Z,604.19,601.36,73658225.0
SPY,2025-06-12T00:00:00Z,600.01,603.75,64129003.0
SPY,2025-06-13T00:00:00Z,598.5,597,89505996.0
SPY,2025-06-16T00:00:00Z,600.4,602.68,79984125.0
SPY,2025-06-17T00:00:00Z,600.21,597.53,82209365.0
SPY,2025-06-18T00:00:00Z,598.44,597.44,76605029.0
SPY,2025-06-20T00:00:00Z,598.38,594.28,94051374.0
SPY,2025-06-23T00:00:00Z,595.04,600.15,87426039.0
SPY,2025-06-24T00:00:00Z,604.33,606.78,67735293.0
SPY,2025-06-25T00:00:00Z,607.91,607.12,62114767.0
SPY,2025-06-26T00:00:00Z,608.99,611.87,78548361.0
SPY,2025-06-27T00:00:00Z,612.88,614.91,86258398.0
SPY,2025-06-30T00:00:00Z,617.38,617.85,92502541.0
SPY,2025-07-01T00:00:00Z,616.36,617.65,70030140.0
SPY,2025-07-02T00:00:00Z,617.24,620.45,66510374.0
SPY,2025-07-03T00:00:00Z,622.45,625.34,51065789.0
SPY,2025-07-07T00:00:00Z,623.36,620.68,74814505.0
SPY,2025-07-08T00:00:00Z,621.35,620.34,59024585.0
SPY,2025-07-09T00:00:00Z,622.77,624.06,66113326.0
SPY,2025-07-10T00:00:00Z,624.2,625.82,57528960.0
SPY,2025-07-11T00:00:00Z,622.74,623.62,63670226.0
SPY,2025-07-14T00:00:00Z,623.16,624.81,51898518.0
SPY,2025-07-15T00:00:00Z,627.52,622.14,74317260.0
SPY,2025-07-16T00:00:00Z,623.74,624.22,88987511.0
SPY,2025-07-17T00:00:00Z,624.4,628.04,68885683.0
SPY,2025-07-18T00:00:00Z,629.3,627.58,65621645.0
SPY,2025-07-21T00:00:00Z,628.77,628.77,63374984.0
SPY,2025-07-22T00:00:00Z,629.1,628.86,60046288.0
SPY,2025-07-23T00:00:00Z,631.55,634.21,70511036.0
SPY,2025-07-24T00:00:00Z,634.6,634.42,71307134.0
SPY,2025-07-25T00:00:00Z,635.09,637.1,56865364.0
SPY,2025-07-28T00:00:00Z,637.48,636.94,54917102.0
SPY,2025-07-29T00:00:00Z,638.35,635.26,60556278.0
SPY,2025-07-30T00:00:00Z,635.92,634.46,80418851.0
SPY,2025-07-31T00:00:00Z,639.455,632.08,103385246.0
SPY,2025-08-01T00:00:00Z,626.3,621.72,140103572.0
SPY,2025-08-04T00:00:00Z,625.67,631.17,73218015.0
SPY,2025-08-05T00:00:00Z,631.79,627.97,68051401.0
SPY,2025-08-06T00:00:00Z,629.05,632.78,64357525.0
SPY,2025-08-07T00:00:00Z,636.24,632.25,74205791.0
SPY,2025-08-08T00:00:00Z,634.06,637.18,64051626.0
SPY,2025-08-11T00:00:00Z,637.46,635.92,58742300.0
SPY,2025-08-12T00:00:00Z,638.29,642.69,64821798.0
SPY,2025-08-13T00:00:00Z,644.91,644.89,60092790.0
SPY,2025-08-14T00:00:00Z,642.79,644.95,59327466.0
SPY,2025-08-15T00:00:00Z,645.99,643.44,68592507.0
SPY,2025-08-18T00:00:00Z,642.86,643.3,43804914.0
SPY,2025-08-19T00:00:00Z,643.12,639.81,69750731.0
SPY,2025-08-20T00:00:00Z,639.4,638.11,88890298.0
SPY,2025-08-21T00:00:00Z,636.28,635.55,54805775.0
SPY,2025-08-22T00:00:00Z,637.76,645.31,84083214.0
SPY,2025-08-25T00:00:00Z,644.04,642.47,51274332.0
SPY,2025-08-26T00:00:00Z,642.2,645.16,51581565.0
SPY,2025-08-27T00:00:00Z,644.57,646.63,48341069.0
SPY,2025-08-28T00:00:00Z,647.24,648.92,61519461.0
SPY,2025-08-29T00:00:00Z,647.47,645.05,74522192.0
SPY,2025-09-02T00:00:00Z,637.5,640.27,81983545.0
SPY,2025-09-03T00:00:00Z,642.67,643.74,70820898.0
